state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Missouri,29159,Pettis County,12792,4322,18045,8470,0.708894431,0.23951233,0.469382101
Missouri,29161,Phelps County,12699,4761,18499,7938,0.686469539,0.257365263,0.429104276
Missouri,29163,Pike County,5274,1806,7375,3468,0.715118644,0.244881356,0.470237288
Missouri,29165,Platte County,24975,18915,46641,6060,0.535473082,0.405544478,0.129928604
Missouri,29167,Polk County,10435,2630,13709,7805,0.761178788,0.191844774,0.569334014
Missouri,29169,Pulaski County,9870,2918,13443,6952,0.734211114,0.217064643,0.517146471
Missouri,29171,Putnam County,1936,352,2342,1584,0.826643894,0.15029889,0.676345004
Missouri,29173,Ralls County,3969,1138,5266,2831,0.753703,0.216103304,0.537599696
Missouri,29175,Randolph County,7529,2283,10309,5246,0.730332719,0.221456979,0.50887574
Missouri,29177,Ray County,7103,3088,10835,4015,0.655560683,0.285002307,0.370558376
Missouri,29179,Reynolds County,2402,540,3032,1862,0.792216359,0.178100264,0.614116095
Missouri,29181,Ripley County,4520,830,5518,3690,0.819137369,0.150416818,0.668720551
Missouri,29195,Saline County,5977,2787,9245,3190,0.646511628,0.301460249,0.345051379
Missouri,29197,Schuyler County,1505,354,1933,1151,0.778582514,0.183135023,0.595447491
Missouri,29199,Scotland County,1525,365,1968,1160,0.774898374,0.18546748,0.589430894
Missouri,29201,Scott County,13168,3574,17244,9594,0.763627929,0.207260496,0.556367433
Missouri,29203,Shannon County,2966,776,3904,2190,0.759733607,0.198770492,0.560963115
Missouri,29205,Shelby County,2524,606,3252,1918,0.776137761,0.186346863,0.589790898
Missouri,29183,St. Charles County,120899,68225,199513,52674,0.605970538,0.341957667,0.264012871
Missouri,29185,St. Clair County,3501,936,4630,2565,0.756155508,0.202159827,0.553995681
Missouri,29187,St. Francois County,17467,6250,24714,11217,0.706765396,0.252893097,0.453872299
Missouri,29189,St. Louis County,199081,280866,503493,-81785,0.395399737,0.557834965,-0.162435228
Missouri,29510,St. Louis city,20281,101487,127403,-81206,0.159187774,0.796582498,-0.637394724
Missouri,29186,Ste. Genevieve County,5495,2540,8459,2955,0.649603972,0.3002719,0.349332072
Missouri,29207,Stoddard County,11077,1873,13278,9204,0.834237084,0.141060401,0.693176683
Missouri,29209,Stone County,13149,2886,16538,10263,0.795078002,0.174507196,0.620570806
Missouri,29211,Sullivan County,1884,526,2484,1358,0.758454106,0.211755233,0.546698873
Missouri,29213,Taney County,18240,4367,23399,13873,0.779520492,0.186631907,0.592888585
Missouri,29215,Texas County,8875,1728,10935,7147,0.811614083,0.158024691,0.653589392
Missouri,29217,Vernon County,6526,1706,8576,4820,0.760960821,0.198927239,0.562033582
Missouri,29219,Warren County,11109,3915,15766,7194,0.704617531,0.248319168,0.456298363
Missouri,29221,Washington County,7047,1926,9279,5121,0.759456838,0.20756547,0.551891368
Missouri,29223,Wayne County,4640,946,5738,3694,0.808644127,0.164865807,0.64377832
Missouri,29225,Webster County,12829,3173,16690,9656,0.768663871,0.190113841,0.57855003
Missouri,29227,Worth County,808,195,1046,613,0.772466539,0.186424474,0.586042065
Missouri,29229,Wright County,6703,1166,8086,5537,0.828963641,0.144199852,0.684763789
Mississippi,28001,Adams County,5125,6921,12214,-1796,0.419600458,0.566644834,-0.147044376
Mississippi,28003,Alcorn County,11817,2684,14781,9133,0.799472296,0.181584467,0.617887829
Mississippi,28005,Amite County,4282,2688,7033,1594,0.608844021,0.382198208,0.226645813
Mississippi,28007,Attala County,4288,2847,7242,1441,0.592101629,0.393123447,0.198978182
Mississippi,28009,Benton County,2240,1713,3996,527,0.560560561,0.428678679,0.131881882
Mississippi,28011,Bolivar County,4251,8410,12831,-4159,0.331306991,0.655443847,-0.324136856
Mississippi,28013,Calhoun County,4360,1884,6339,2476,0.687805648,0.297207761,0.390597887
Mississippi,28015,Carroll County,3774,1648,5470,2126,0.689945155,0.301279707,0.388665448
Mississippi,28017,Chickasaw County,4127,3649,7890,478,0.523067174,0.462484157,0.060583017
Mississippi,28019,Choctaw County,2763,1198,4020,1565,0.687313433,0.29800995,0.389303483
Mississippi,28021,Claiborne County,414,2523,2954,-2109,0.140148951,0.854096141,-0.71394719
Mississippi,28023,Clarke County,5088,2556,7713,2532,0.6596655,0.331388565,0.328276935
Mississippi,28025,Clay County,4136,5695,9960,-1559,0.415261044,0.571787149,-0.156526105
Mississippi,28027,Coahoma County,2426,6378,8912,-3952,0.272217235,0.715664273,-0.443447038
Mississippi,28029,Copiah County,5576,6203,11906,-627,0.468335293,0.520997816,-0.052662523
Mississippi,28031,Covington County,5423,3267,8790,2156,0.616951081,0.371672355,0.245278726
Mississippi,28033,DeSoto County,42155,19892,64022,22263,0.658445534,0.310705695,0.347739839
Mississippi,28035,Forrest County,15149,11271,27284,3878,0.555233837,0.413099252,0.142134585
Mississippi,28037,Franklin County,2685,1471,4219,1214,0.636406731,0.34866082,0.287745911
Mississippi,28039,George County,8652,1013,9831,7639,0.880073238,0.1030414,0.777031838
Mississippi,28041,Greene County,4309,956,5325,3353,0.809201878,0.179530516,0.629671362
Mississippi,28043,Grenada County,5940,4386,10442,1554,0.568856541,0.420034476,0.148822065
Mississippi,28045,Hancock County,13720,3320,17517,10400,0.783239139,0.189530171,0.593708968
Mississippi,28047,Harrison County,39710,20679,62076,19031,0.639699723,0.333123913,0.30657581
Mississippi,28049,Hinds County,24919,64922,91536,-40003,0.27223169,0.709251005,-0.437019315
Mississippi,28051,Holmes County,1151,5820,7045,-4669,0.163378282,0.826117814,-0.662739532
Mississippi,28053,Humphreys County,924,2652,3599,-1728,0.256737983,0.736871353,-0.48013337
Mississippi,28055,Issaquena County,298,395,699,-97,0.426323319,0.56509299,-0.138769671
Mississippi,28057,Itawamba County,8385,1100,9634,7285,0.870354993,0.11417895,0.756176043
Mississippi,28059,Jackson County,31204,13087,45465,18117,0.686330144,0.287847795,0.398482349
Mississippi,28061,Jasper County,4032,4367,8468,-335,0.476145489,0.515706188,-0.039560699
Mississippi,28063,Jefferson County,489,3337,3859,-2848,0.126716766,0.864731796,-0.73801503
Mississippi,28065,Jefferson Davis County,2466,3720,6237,-1254,0.395382395,0.596440596,-0.201058201
Mississippi,28067,Jones County,20076,7748,28250,12328,0.710654867,0.274265487,0.43638938
Mississippi,28069,Kemper County,1778,2827,4639,-1049,0.383272257,0.609398577,-0.22612632
Mississippi,28071,Lafayette County,10872,7968,19642,2904,0.553507789,0.405661338,0.147846451
Mississippi,28073,Lamar County,18493,5044,24179,13449,0.764837255,0.208610778,0.556226477
Mississippi,28075,Lauderdale County,17574,10910,28967,6664,0.606690372,0.376635482,0.23005489
Mississippi,28077,Lawrence County,4072,2181,6329,1891,0.643387581,0.344604203,0.298783378
Mississippi,28079,Leake County,4775,3579,8436,1196,0.566026553,0.424253201,0.141773352
Mississippi,28081,Lee County,21695,9635,31974,12060,0.678520048,0.301338588,0.37718146
Mississippi,28083,Leflore County,2757,6677,9566,-3920,0.288208238,0.697992891,-0.409784653
Mississippi,28085,Lincoln County,10550,4458,15193,6092,0.694398736,0.293424603,0.400974133
Mississippi,28087,Lowndes County,13124,11545,25139,1579,0.522057361,0.459246589,0.062810772
Mississippi,28089,Madison County,25607,18358,45048,7249,0.56843811,0.407520867,0.160917243
Mississippi,28091,Marion County,7697,3572,11443,4125,0.672638294,0.312155903,0.360482391
Mississippi,28093,Marshall County,6525,7944,14698,-1419,0.443937951,0.540481698,-0.096543747
Mississippi,28095,Monroe County,10107,5485,15781,4622,0.64045371,0.347569862,0.292883848
Mississippi,28097,Montgomery County,2334,1775,4162,559,0.560788083,0.426477655,0.134310428
Mississippi,28099,Neshoba County,7613,2668,10438,4945,0.729354282,0.255604522,0.47374976
Mississippi,28101,Newton County,5929,2549,8594,3380,0.68989993,0.296602281,0.393297649
Mississippi,28103,Noxubee County,1181,4330,5538,-3149,0.213253882,0.781870711,-0.568616829
Mississippi,28105,Oktibbeha County,7671,7851,16151,-180,0.474955111,0.486099932,-0.011144821
Mississippi,28107,Panola County,7371,7300,14854,71,0.496229972,0.491450114,0.004779858
Mississippi,28109,Pearl River County,15530,2919,18893,12611,0.821997565,0.154501667,0.667495898
Mississippi,28111,Perry County,4135,1220,5432,2915,0.76122975,0.224594993,0.536634757
Mississippi,28113,Pike County,7748,7636,15633,112,0.495618243,0.488453912,0.007164331
Mississippi,28115,Pontotoc County,9442,2123,11811,7319,0.799424266,0.179747693,0.619676573
Mississippi,28117,Prentiss County,7647,2067,9871,5580,0.774693547,0.209401276,0.565292271
Mississippi,28119,Quitman County,998,2303,3353,-1305,0.297643901,0.686847599,-0.389203698
Mississippi,28121,Rankin County,46168,13741,61356,32427,0.752461047,0.223955277,0.52850577
Mississippi,28123,Scott County,5742,3999,9867,1743,0.581939799,0.405290362,0.176649437
Mississippi,28125,Sharkey County,619,1290,1926,-671,0.321391485,0.669781931,-0.348390446
Mississippi,28127,Simpson County,7393,3871,11416,3522,0.64759986,0.339085494,0.308514366
Mississippi,28129,Smith County,5877,1598,7556,4279,0.777792483,0.21148756,0.566304923
Mississippi,28131,Stone County,4810,1400,6368,3410,0.755339196,0.219849246,0.53548995
Mississippi,28133,Sunflower County,2768,6560,9406,-3792,0.294280247,0.697427174,-0.403146927
Mississippi,28135,Tallahatchie County,2462,3337,5870,-875,0.419420784,0.568483816,-0.149063032
Mississippi,28137,Tate County,7385,3804,11389,3581,0.648432698,0.334006497,0.314426201
Mississippi,28139,Tippah County,7182,1808,9143,5374,0.785518976,0.19774691,0.587772066
Mississippi,28141,Tishomingo County,7117,990,8310,6127,0.856438026,0.119133574,0.737304452
Mississippi,28143,Tunica County,840,2577,3463,-1737,0.242564251,0.744152469,-0.501588218
Mississippi,28145,Union County,9161,1969,11374,7192,0.805433445,0.17311412,0.632319325
Mississippi,28147,Walthall County,3374,2475,5909,899,0.5709934,0.418852598,0.152140802
Mississippi,28149,Warren County,9420,8518,18287,902,0.515120031,0.465795374,0.049324657
Mississippi,28151,Washington County,4541,9847,14571,-5306,0.311646421,0.675794386,-0.364147965
Mississippi,28153,Wayne County,5957,3493,9534,2464,0.624816446,0.366372981,0.258443465
Mississippi,28155,Webster County,3949,1001,5024,2948,0.78602707,0.199243631,0.586783439
Mississippi,28157,Wilkinson County,1305,2826,4174,-1521,0.312649736,0.677048395,-0.364398659
Mississippi,28159,Winston County,4874,3778,8771,1096,0.555694904,0.430737658,0.124957246
Mississippi,28161,Yalobusha County,3366,2574,6058,792,0.55562892,0.424892704,0.130736216
Mississippi,28163,Yazoo County,4568,5221,9892,-653,0.461787303,0.527800243,-0.06601294
Montana,30001,Beaverhead County,3243,1115,4676,2128,0.693541488,0.238451668,0.45508982
Montana,30003,Big Horn County,1833,2061,4148,-228,0.441899711,0.496865959,-0.054966248
Montana,30005,Blaine County,1259,1187,2621,72,0.480351011,0.45288058,0.027470431
Montana,30007,Broadwater County,2329,566,3097,1763,0.752018082,0.182757507,0.569260575
Montana,30009,Carbon County,3729,1824,5923,1905,0.629579605,0.307952051,0.321627554
Montana,30011,Carter County,677,70,777,607,0.871299871,0.09009009,0.781209781
Montana,30013,Cascade County,19343,12053,33791,7290,0.572430529,0.35669261,0.215737919
Montana,30015,Chouteau County,1676,729,2571,947,0.651886426,0.283547258,0.368339168
Montana,30017,Custer County,3638,1172,5145,2466,0.707094266,0.227793975,0.479300291
Montana,30019,Daniels County,729,167,952,562,0.765756303,0.175420168,0.590336135
Montana,30021,Dawson County,3298,786,4297,2512,0.767512218,0.182918315,0.584593903
Montana,30023,Deer Lodge County,1736,2018,4099,-282,0.423517931,0.492315199,-0.068797268
Montana,30025,Fallon County,1276,154,1474,1122,0.865671642,0.104477612,0.76119403
Montana,30027,Fergus County,4235,1196,5782,3039,0.732445521,0.206848841,0.52559668
Montana,30029,Flathead County,30079,13233,46144,16846,0.651850728,0.286776179,0.365074549
Montana,30031,Gallatin County,23360,23879,52169,-519,0.447775499,0.457723936,-0.009948437
Montana,30033,Garfield County,653,34,715,619,0.913286713,0.047552448,0.865734265
Montana,30035,Glacier County,1598,3076,4969,-1478,0.321593882,0.619038036,-0.297444154
Montana,30037,Golden Valley County,365,71,468,294,0.77991453,0.151709402,0.628205128
Montana,30039,Granite County,1185,469,1762,716,0.672531215,0.266174801,0.406356414
Montana,30041,Hill County,3446,2350,6347,1096,0.542933669,0.370253663,0.172680006
Montana,30043,Jefferson County,4099,1975,6535,2124,0.62723795,0.302218822,0.325019128
Montana,30045,Judith Basin County,867,232,1189,635,0.729184188,0.195121951,0.534062237
Montana,30047,Lake County,7453,4703,12898,2750,0.577841526,0.364630175,0.213211351
Montana,30049,Lewis and Clark County,16665,14331,33697,2334,0.494554411,0.425290085,0.069264326
Montana,30051,Liberty County,695,205,949,490,0.732349842,0.21601686,0.516332982
Montana,30053,Lincoln County,6720,2040,9250,4680,0.726486486,0.220540541,0.505945945
Montana,30057,Madison County,3280,1175,4708,2105,0.696686491,0.249575191,0.4471113
Montana,30055,McCone County,858,154,1056,704,0.8125,0.145833333,0.666666667
Montana,30059,Meagher County,728,191,970,537,0.750515464,0.196907216,0.553608248
Montana,30061,Mineral County,1322,515,1974,807,0.66970618,0.260891591,0.408814589
Montana,30063,Missoula County,21699,30740,57271,-9041,0.378882855,0.536746346,-0.157863491
Montana,30065,Musselshell County,1961,331,2404,1630,0.815723794,0.137687188,0.678036606
Montana,30067,Park County,4872,3521,9056,1351,0.537985866,0.388803004,0.149182862
Montana,30069,Petroleum County,276,30,319,246,0.865203762,0.094043887,0.771159875
Montana,30071,Phillips County,1715,315,2147,1400,0.798789008,0.146716348,0.65207266
Montana,30073,Pondera County,1786,737,2692,1049,0.663447251,0.273774146,0.389673105
Montana,30075,Powder River County,880,127,1047,753,0.840496657,0.121298949,0.719197708
Montana,30077,Powell County,2017,549,2768,1468,0.728684971,0.19833815,0.530346821
Montana,30079,Prairie County,555,100,686,455,0.809037901,0.145772595,0.663265306
Montana,30081,Ravalli County,14673,6166,22063,8507,0.665050084,0.27947242,0.385577664
Montana,30083,Richland County,3885,669,4812,3216,0.807356608,0.139027431,0.668329177
Montana,30085,Roosevelt County,1722,1504,3486,218,0.493975904,0.431440046,0.062535858
Montana,30087,Rosebud County,2211,969,3357,1242,0.658623771,0.288650581,0.36997319
Montana,30089,Sanders County,4268,1211,5871,3057,0.726963039,0.206268097,0.520694942
Montana,30091,Sheridan County,1237,476,1825,761,0.677808219,0.260821918,0.416986301
Montana,30093,Silver Bow County,6252,8545,16122,-2293,0.387793078,0.530021089,-0.142228011
Montana,30095,Stillwater County,3630,904,4816,2726,0.753737542,0.187707641,0.566029901
Montana,30097,Sweet Grass County,1580,398,2077,1182,0.760712566,0.191622532,0.569090034
Montana,30099,Teton County,2152,803,3143,1349,0.68469615,0.255488387,0.429207763
Montana,30101,Toole County,1495,399,2018,1096,0.740832507,0.197720515,0.543111992
Montana,30103,Treasure County,350,59,441,291,0.793650794,0.133786848,0.659863946
Montana,30105,Valley County,2697,886,3860,1811,0.698704663,0.229533679,0.469170984
Montana,30107,Wheatland County,698,179,932,519,0.748927039,0.192060086,0.556866953
Montana,30109,Wibaux County,460,55,533,405,0.8630394,0.103189493,0.759849907
Montana,30111,Yellowstone County,38675,21117,64675,17558,0.59798995,0.32650947,0.27148048
North Carolina,37001,Alamance County,38235,29268,69264,8967,0.552018365,0.422557173,0.129461192
North Carolina,37003,Alexander County,13826,3750,18011,10076,0.767641997,0.208206096,0.559435901
North Carolina,37005,Alleghany County,3789,1300,5214,2489,0.726697353,0.24932873,0.477368623
North Carolina,37007,Anson County,4480,5785,10394,-1305,0.431017895,0.556571099,-0.125553204
North Carolina,37009,Ashe County,9353,3476,13160,5877,0.710714286,0.264133739,0.446580547
North Carolina,37011,Avery County,6226,1670,8060,4556,0.772456576,0.20719603,0.565260546
North Carolina,37013,Beaufort County,14478,8699,23599,5779,0.613500572,0.368617314,0.244883258
North Carolina,37015,Bertie County,3476,5837,9380,-2361,0.370575693,0.62228145,-0.251705757
North Carolina,37017,Bladen County,8511,7021,15743,1490,0.540621228,0.445975989,0.094645239
North Carolina,37019,Brunswick County,42440,23117,67255,19323,0.63103115,0.343721656,0.287309494
North Carolina,37021,Buncombe County,55339,74937,134507,-19598,0.411420967,0.557123421,-0.145702454
North Carolina,37023,Burke County,25741,10930,37638,14811,0.683909878,0.290398002,0.393511876
North Carolina,37025,Cabarrus County,53224,35048,91002,18176,0.584866267,0.385134393,0.199731874
North Carolina,37027,Caldwell County,26499,8403,35747,18096,0.741292976,0.235068677,0.506224299
North Carolina,37029,Camden County,3527,1266,4939,2261,0.714112168,0.256327192,0.457784976
North Carolina,37031,Carteret County,26228,9806,36919,16422,0.710420109,0.265608494,0.444811615
North Carolina,37033,Caswell County,5758,4549,10515,1209,0.547598669,0.432620067,0.114978602
North Carolina,37035,Catawba County,48062,21050,71065,27012,0.67631042,0.296207697,0.380102723
North Carolina,37037,Chatham County,17012,20953,39080,-3941,0.43531218,0.536156602,-0.100844422
North Carolina,37039,Cherokee County,10711,2809,13860,7902,0.772799423,0.202669553,0.57012987
North Carolina,37041,Chowan County,3983,2965,7108,1018,0.56035453,0.417135622,0.143218908
North Carolina,37043,Clay County,4395,1352,5885,3043,0.746813934,0.229736619,0.517077315
North Carolina,37045,Cleveland County,28394,14896,44137,13498,0.643315132,0.337494619,0.305820513
North Carolina,37047,Columbus County,14177,8991,23472,5186,0.603996251,0.383052147,0.220944104
North Carolina,37049,Craven County,27556,17481,46231,10075,0.596050269,0.378122905,0.217927364
North Carolina,37051,Cumberland County,50593,70523,124402,-19930,0.406689603,0.566896031,-0.160206428
North Carolina,37053,Currituck County,9070,2879,12423,6191,0.7300974,0.231747565,0.498349835
North Carolina,37055,Dare County,11283,7079,19009,4204,0.593560945,0.372402546,0.221158399
North Carolina,37057,Davidson County,52870,17328,72013,35542,0.734172997,0.240623221,0.493549776
North Carolina,37059,Davie County,15502,5228,21350,10274,0.726088993,0.244871194,0.481217799
North Carolina,37061,Duplin County,12151,8196,20601,3955,0.589825737,0.397844765,0.191980972
North Carolina,37063,Durham County,27879,118783,150543,-90904,0.185189614,0.789030377,-0.603840763
North Carolina,37065,Edgecombe County,8219,16152,24653,-7933,0.333387417,0.655173813,-0.321786396
North Carolina,37067,Forsyth County,74793,92488,172509,-17695,0.433559988,0.536134347,-0.102574359
North Carolina,37069,Franklin County,16320,12811,29902,3509,0.545782891,0.428432881,0.11735001
North Carolina,37071,Gaston County,61467,30982,94872,30485,0.647894005,0.326566321,0.321327684
North Carolina,37073,Gates County,2851,2371,5328,480,0.535097598,0.445007508,0.09009009
North Carolina,37075,Graham County,3260,761,4094,2499,0.79628725,0.185881778,0.610405472
North Carolina,37077,Granville County,13500,12827,26920,673,0.501485884,0.476485884,0.025
North Carolina,37079,Greene County,4358,3570,8013,788,0.543866217,0.44552602,0.098340197
North Carolina,37081,Guilford County,97461,147949,252087,-50488,0.386616525,0.586896587,-0.200280062
North Carolina,37083,Halifax County,8954,15642,24881,-6688,0.359872995,0.628672481,-0.268799486
North Carolina,37085,Harnett County,27278,16452,44955,10826,0.606784562,0.365965966,0.240818596
North Carolina,37087,Haywood County,18844,10414,30156,8430,0.624883937,0.345337578,0.279546359
North Carolina,37089,Henderson County,35535,19664,56810,15871,0.625506073,0.346136244,0.279369829
North Carolina,37091,Hertford County,3081,6886,10100,-3805,0.305049505,0.681782178,-0.376732673
North Carolina,37093,Hoke County,7676,9608,17847,-1932,0.430100297,0.538353785,-0.108253488
North Carolina,37095,Hyde County,1275,956,2273,319,0.560932688,0.420589529,0.140343159
North Carolina,37097,Iredell County,54164,24441,80727,29723,0.670952717,0.302761158,0.368191559
North Carolina,37099,Jackson County,9706,7564,18004,2142,0.539102422,0.42012886,0.118973562
North Carolina,37101,Johnston County,54082,28153,84553,25929,0.639622485,0.332962757,0.306659728
North Carolina,37103,Jones County,2941,2041,5039,900,0.583647549,0.405040683,0.178606866
North Carolina,37105,Lee County,13625,10380,24676,3245,0.552155941,0.420651645,0.131504296
North Carolina,37107,Lenoir County,13354,11752,25500,1602,0.523686275,0.460862745,0.06282353
North Carolina,37109,Lincoln County,28653,9836,39449,18817,0.726330198,0.249334584,0.476995614
North Carolina,37113,Macon County,12035,4841,17336,7194,0.69422012,0.279245501,0.414974619
North Carolina,37115,Madison County,6735,3899,10966,2836,0.614171074,0.355553529,0.258617545
North Carolina,37117,Martin County,5874,5814,11852,60,0.495612555,0.490550118,0.005062437
North Carolina,37111,McDowell County,14517,4645,19557,9872,0.742291763,0.237510866,0.504780897
North Carolina,37119,Mecklenburg County,154303,292258,461834,-137955,0.334109225,0.632820451,-0.298711226
North Carolina,37121,Mitchell County,6225,1585,7948,4640,0.783215903,0.199421238,0.583794665
North Carolina,37123,Montgomery County,7070,4108,11449,2962,0.617521181,0.35880863,0.258712551
North Carolina,37125,Moore County,30273,16148,47746,14125,0.634042642,0.338206342,0.2958363
North Carolina,37127,Nash County,23142,23024,46903,118,0.493401275,0.490885444,0.002515831
North Carolina,37129,New Hanover County,54665,50219,108737,4446,0.502726763,0.461839116,0.040887647
North Carolina,37131,Northampton County,3556,6113,9761,-2557,0.364306936,0.6262678,-0.261960864
North Carolina,37133,Onslow County,36342,17156,55364,19186,0.656419334,0.309876454,0.34654288
North Carolina,37135,Orange County,18373,59105,79830,-40732,0.230151572,0.74038582,-0.510234248
North Carolina,37137,Pamlico County,4225,2427,6772,1798,0.623892499,0.358387478,0.265505021
North Carolina,37139,Pasquotank County,8082,8455,16964,-373,0.476420656,0.498408394,-0.021987738
North Carolina,37141,Pender County,17317,9086,27072,8231,0.639664598,0.335623522,0.304041076
North Carolina,37143,Perquimans County,4143,2291,6595,1852,0.628203184,0.347384382,0.280818802
North Carolina,37145,Person County,11116,7772,19303,3344,0.575869036,0.402631715,0.173237321
North Carolina,37147,Pitt County,35191,40967,78264,-5776,0.449644792,0.523446284,-0.073801492
North Carolina,37149,Polk County,6738,3715,10723,3023,0.628368927,0.346451553,0.281917374
North Carolina,37151,Randolph County,49156,13074,63615,36082,0.772710839,0.205517567,0.567193272
North Carolina,37153,Richmond County,10199,8290,18813,1909,0.542125126,0.44065274,0.101472386
North Carolina,37155,Robeson County,20294,18377,39454,1917,0.514371166,0.465782937,0.048588229
North Carolina,37157,Rockingham County,26463,14057,41374,12406,0.639604583,0.339754435,0.299850148
North Carolina,37159,Rowan County,42388,19208,63078,23180,0.671993405,0.304511874,0.367481531
North Carolina,37161,Rutherford County,21694,7451,29764,14243,0.728867088,0.250335976,0.478531112
North Carolina,37163,Sampson County,14761,10486,25638,4275,0.575746938,0.409002262,0.166744676
North Carolina,37165,Scotland County,6212,7279,13743,-1067,0.452011933,0.529651459,-0.077639526
North Carolina,37167,Stanly County,21788,7008,29451,14780,0.7398051,0.237954569,0.501850531
North Carolina,37169,Stokes County,16976,4645,22182,12331,0.765305202,0.209404021,0.555901181
North Carolina,37171,Surry County,23495,7438,31663,16057,0.742033288,0.234911411,0.507121877
North Carolina,37173,Swain County,3557,2186,5982,1371,0.594617185,0.365429622,0.229187563
North Carolina,37175,Transylvania County,10441,6520,17440,3921,0.598681193,0.373853211,0.224827982
North Carolina,37177,Tyrrell County,968,705,1700,263,0.569411765,0.414705882,0.154705883
North Carolina,37179,Union County,66265,34051,103596,32214,0.639648249,0.328690297,0.310957952
North Carolina,37181,Vance County,7304,12168,19762,-4864,0.369598219,0.615727153,-0.246128934
North Carolina,37183,Wake County,193607,298353,510940,-104746,0.378923161,0.58392962,-0.205006459
North Carolina,37185,Warren County,3302,6668,10123,-3366,0.326187889,0.658698014,-0.332510125
North Carolina,37187,Washington County,2560,3490,6115,-930,0.418642682,0.570727719,-0.152085037
North Carolina,37189,Watauga County,13521,13953,28769,-432,0.469985053,0.485001217,-0.015016164
North Carolina,37191,Wayne County,27360,21520,49824,5840,0.549132948,0.43192036,0.117212588
North Carolina,37193,Wilkes County,23613,6596,30844,17017,0.765562184,0.213850344,0.55171184
North Carolina,37195,Wilson County,17410,19527,37593,-2117,0.463118134,0.519431809,-0.056313675
North Carolina,37197,Yadkin County,13815,3140,17350,10675,0.796253602,0.180979827,0.615273775
North Carolina,37199,Yancey County,6367,3181,9808,3186,0.649163948,0.32432708,0.324836868
North Dakota,38001,Adams County,904,216,1206,688,0.749585406,0.179104478,0.570480928
North Dakota,38003,Barnes County,3156,1597,5253,1559,0.600799543,0.304016752,0.296782791
North Dakota,38005,Benson County,927,842,1940,85,0.477835052,0.434020619,0.043814433
North Dakota,38007,Billings County,492,58,592,434,0.831081081,0.097972973,0.733108108
North Dakota,38009,Bottineau County,2482,734,3437,1748,0.722141402,0.213558336,0.508583066
North Dakota,38011,Bowman County,1445,227,1769,1218,0.816845676,0.128321085,0.688524591
North Dakota,38013,Burke County,879,118,1031,761,0.85257032,0.114451988,0.738118332
North Dakota,38015,Burleigh County,32499,10865,46874,21634,0.693326791,0.231791612,0.461535179
North Dakota,38017,Cass County,39738,31291,78807,8447,0.504244547,0.397058637,0.10718591
North Dakota,38019,Cavalier County,1356,476,1969,880,0.688674454,0.24174708,0.446927374
North Dakota,38021,Dickey County,1656,551,2372,1105,0.698145025,0.232293423,0.465851602
North Dakota,38023,Divide County,860,243,1187,617,0.724515586,0.204717776,0.51979781
North Dakota,38025,Dunn County,1753,356,2199,1397,0.797180537,0.161891769,0.635288768
North Dakota,38027,Eddy County,790,354,1219,436,0.64807219,0.290401969,0.357670221
North Dakota,38029,Emmons County,1672,215,1959,1457,0.853496682,0.109749872,0.74374681
North Dakota,38031,Foster County,1237,346,1699,891,0.728075338,0.203649205,0.524426133
North Dakota,38033,Golden Valley County,793,99,942,694,0.841825902,0.105095541,0.736730361
North Dakota,38035,Grand Forks County,16325,10828,29711,5497,0.549459796,0.364444145,0.185015651
North Dakota,38037,Grant County,1098,187,1361,911,0.806759735,0.137398971,0.669360764
North Dakota,38039,Griggs County,847,298,1247,549,0.679230152,0.238973536,0.440256616
North Dakota,38041,Hettinger County,1032,168,1261,864,0.818398097,0.133227597,0.6851705
North Dakota,38043,Kidder County,1106,179,1358,927,0.81443299,0.131811487,0.682621503
North Dakota,38045,LaMoure County,1475,500,2115,975,0.697399527,0.236406619,0.460992908
North Dakota,38047,Logan County,867,112,1030,755,0.841747573,0.108737864,0.733009709
North Dakota,38049,McHenry County,1991,474,2687,1517,0.740975065,0.176404913,0.564570152
North Dakota,38051,McIntosh County,1095,233,1423,862,0.769501054,0.16373858,0.605762474
North Dakota,38053,McKenzie County,3661,696,4594,2965,0.796909012,0.151501959,0.645407053
North Dakota,38055,McLean County,3827,1070,5206,2757,0.735113331,0.205532078,0.529581253
North Dakota,38057,Mercer County,3715,616,4564,3099,0.813978966,0.134969325,0.679009641
North Dakota,38059,Morton County,11319,3077,15547,8242,0.728050428,0.197915997,0.530134431
North Dakota,38061,Mountrail County,2551,1211,4009,1340,0.636318284,0.302070342,0.334247942
North Dakota,38063,Nelson County,1025,536,1694,489,0.605076741,0.316410862,0.288665879
North Dakota,38065,Oliver County,827,119,1002,708,0.825349301,0.118762475,0.706586826
North Dakota,38067,Pembina County,2204,681,3093,1523,0.712576786,0.220174588,0.492402198
North Dakota,38069,Pierce County,1433,431,2020,1002,0.709405941,0.213366337,0.496039604
North Dakota,38071,Ramsey County,3216,1505,5218,1711,0.616328095,0.288424684,0.327903411
North Dakota,38073,Ransom County,1209,836,2317,373,0.521795425,0.360811394,0.160984031
North Dakota,38075,Renville County,978,200,1255,778,0.779282869,0.15936255,0.619920319
North Dakota,38077,Richland County,4759,2064,7460,2695,0.637935657,0.276675603,0.361260054
North Dakota,38079,Rolette County,1210,2097,3662,-887,0.330420535,0.572637903,-0.242217368
